Sentence ID,Concept ID,Level_4,Level_5
723,C0583786 ,0,1
724,C0013473 ,1,0
724,C0020505 ,0,1
726,C0344375 ,1,1
727,C0424432 ,0,1
727,C0566276 ,0,0
729,C0393760 ,0,0
729,C0456820 ,0,1
730,C0043387 ,1,1
731,C0011991 ,1,1
732,C0424091 ,0,1
732,C2981158 ,0,0
733,C0424565 ,0,0
733,C0583786 ,0,1
734,C0011991 ,1,0
734,C1443924 ,0,1
736,C0085632 ,1,0
736,C0456820 ,0,1
738,C1971624,0,1
738,C1971624 ,1,0
739,C0424000 ,0,0
739,C0583786 ,0,1
740,C0425251 ,1,0
740,C0583786 ,0,1
741,C0036104 ,0,0
741,C0423994 ,0,1
742,C0000765 ,0,0
743,C0558127 ,0,1
743,C0581879 ,0,0
744,C0000765 ,0,0
744,C0424112 ,0,1
745,C0424304 ,1,0
745,C0424329 ,0,1
746,C0041755 ,1,1
748,C0000765 ,0,0
748,C0563158 ,0,1
749,C1971624 ,1,1
750,C0583786 ,0,1
750,C1971624 ,0,0
751,C0012833 ,0,0
751,C1562291 ,0,1
752,C0024517 ,0,1
753,C0000765 ,0,0
753,C0581879 ,0,1
754,C0423994 ,0,1
754,C0857087 ,0,0
755,C0043094 ,1,1
756,C0234019 ,0,1
757,C0424158 ,0,0
757,C0558127 ,0,1
758,C0231247 ,0,1
759,C0000765 ,0,0
759,C0583786 ,0,1
761,C0235169 ,0,0
761,C0424158 ,0,1
763,C0564184 ,0,1
763,C0575805 ,0,0
764,C0006325 ,1,0
764,C0424000 ,0,1
765,C0024031 ,0,1
765,C0030193 ,0,0
766,C0234019 ,0,1
767,C0000765 ,0,0
767,C0028084 ,0,1
768,C0236000 ,0,1
768,C0702166 ,1,0
769,C0423994 ,0,1
769,C0702166 ,1,0
770,C0017168 ,0,0
770,C0020505 ,0,1
771,C0000765 ,0,0
771,C0425082 ,0,1
772,C0547030 ,0,0
772,C1262477 ,0,1
774,C0043094 ,0,0
774,C0231247 ,0,1
776,C0423994 ,0,1
776,C0578994 ,0,0
777,C0425769 ,0,1
777,C2981158 ,0,0
778,C1262477 ,1,1
780,C2129214 ,0,1
781,C0030318 ,0,0
781,C0235146 ,0,1
783,C0558127 ,0,1
783,C0581879 ,0,0
784,C0085593 ,0,0
784,C0456820 ,0,1
785,C0085593 ,1,0
785,C0236000 ,0,1
786,C0566276 ,1,1
787,C0001973 ,0,0
787,C0423994 ,0,1
788,C0234019 ,0,1
788,C0557875 ,1,0
789,C0438696 ,1,0
789,C0455204 ,0,1
790,C0234022 ,0,1
790,C2981158 ,0,0
791,C0456820 ,0,1
791,C2981158 ,0,0
792,C0043094 ,1,1
793,C0000765 ,0,1
793,C0043094 ,1,0
795,C0234019 ,0,1
796,C0277960 ,0,0
796,C0423564 ,0,1
797,C0000765 ,0,0
797,C0035258 ,0,1
798,C0234019 ,0,1
799,C0231403,0,0
799,C0558077 ,0,1
801,C0455769 ,0,0
801,C0558127 ,0,1
802,C0234019 ,0,0
802,C0582140 ,0,1
803,C0085631 ,0,0
803,C0424000 ,0,1
804,C0012833 ,0,0
804,C3887605 ,0,1
805,C0497247 ,0,1
806,C0456820 ,0,1
806,C0581881 ,0,0
807,C0423994 ,0,1
807,C0581881 ,0,0
808,C0558127 ,0,1
808,C0581881 ,0,0
809,C0012833 ,0,0
809,C0583786 ,0,1
810,C0277960 ,0,0
810,C0314719 ,0,1
813,C1262477 ,1,1
817,C0000765 ,0,0
817,C0583786 ,0,1
818,C0000765 ,0,0
818,C0583786 ,0,1
820,C0424000 ,0,0
820,C0558127 ,0,1
821,C0028081 ,0,1
821,C0557875 ,0,0
822,C0234022 ,0,1
822,C0425769 ,1,0
823,C0234022 ,0,1
823,C0425769 ,1,0
824,C0000765 ,0,0
824,C0425082 ,0,1
825,C0000765 ,0,0
825,C1262477 ,0,1
826,C0018379 ,1,0
826,C0558127 ,0,1
827,C0563146 ,0,1
828,C0549622 ,0,0
828,C0563158 ,0,1
829,C0549622 ,0,1
832,C0425082 ,0,1
832,C0425101 ,0,0
833,C0232461 ,0,1
833,C1971624 ,0,0
835,C0423994 ,0,1
835,C0586742 ,0,0
839,C0423994 ,0,1
839,C0581879 ,0,0
842,C0037320 ,0,1
842,C0564408 ,1,0
843,C0564408 ,0,0
843,C0583786 ,0,1
844,C0241981 ,0,0
844,C3887605 ,0,1
850,C0000765 ,0,0
850,C0425082 ,0,1
851,C0043094 ,0,0
851,C0456820 ,0,1
852,C0456820 ,0,1
852,C0557875 ,0,0
854,C0549622 ,1,0
854,C0583786 ,0,1
857,C0393761 ,0,0
857,C0557875 ,0,1
858,C0558127 ,0,1
858,C1562291 ,0,0
859,C0392171 ,0,0
859,C0456820 ,0,1
860,C0000765 ,0,0
860,C4075722 ,0,1
861,C0021177 ,1,0
861,C2981158 ,0,1
862,C0151908 ,0,1
862,C0277960 ,1,0
863,C0231528 ,0,1
863,C0917801 ,0,0
864,C0524322 ,0,0
864,C0563158 ,0,1
865,C0000765 ,0,0
865,C0558127 ,0,1
866,C0043094 ,1,1
867,C0043094 ,1,1
868,C0314719 ,0,0
868,C0558127 ,0,1
871,C0000765 ,0,0
871,C1821572 ,0,1
872,C0581879 ,0,1
873,C0424565 ,0,0
873,C0558127 ,0,1
874,C0425101 ,0,0
874,C0558127 ,0,1
875,C0234019 ,0,0
875,C0582140 ,0,1
876,C0234019 ,0,1
876,C0423044,0,0
877,C0011124 ,1,1
878,C1262477 ,0,1
879,C0234019 ,0,1
879,C0424091 ,1,0
880,C0043094 ,0,0
880,C0456820 ,0,1
881,C0425769 ,0,1
882,C0085632 ,0,0
882,C0234238 ,0,1
883,C0012833 ,0,0
883,C0423994 ,0,1
884,C0085632 ,1,0
884,C1688635 ,0,1
886,C0344315 ,0,0
886,C0456820 ,0,1
887,C1262477 ,1,1
888,C0028084 ,0,0
888,C4074950 ,0,1
889,C0028084 ,0,0
889,C0037320 ,0,1
890,C0043094 ,1,1
891,C0000765 ,0,1
891,C0043094 ,1,0
893,C0006325 ,1,0
893,C0558077 ,0,1
895,C0085631 ,0,1
895,C0424573 ,0,0
896,C0021177 ,0,0
896,C0583786 ,0,1
897,C0000765 ,0,1
897,C0043094 ,1,0
898,C0043094 ,0,0
898,C0231247 ,0,1
899,C0043094 ,0,0
899,C0231247 ,0,1
900,C0917801 ,0,1
900,C2981158 ,1,0
902,C1443924 ,1,1
903,C0011991 ,1,0
903,C0425082 ,0,1
904,C0027497 ,0,0
904,C0042963 ,0,1
906,C0232461 ,0,1
906,C0578994 ,0,0
907,C0000765 ,0,0
907,C0423994 ,0,1
909,C0424000 ,0,0
909,C0558127 ,0,1
912,C0038990 ,1,0
912,C0701810,0,1
913,C0030318 ,1,1
914,C0549622 ,1,1
915,C0000765 ,0,0
915,C0423994 ,0,1
917,C0423994 ,0,1
918,C0035258 ,0,0
918,C1562291 ,0,1
919,C0036104 ,1,0
919,C0557875 ,0,1
923,C0000765 ,0,0
923,C0558127 ,0,1
924,C0000765 ,0,0
924,C1562291 ,0,1
925,C0549622 ,0,0
925,C1562291 ,0,1
926,C0578994 ,0,0
926,C0860645 ,0,1
928,C0233471 ,1,0
928,C0424565 ,0,1
929,C0558127 ,0,1
929,C0578994 ,0,0
930,C0011124 ,1,1
931,C0027497 ,0,0
931,C0042963 ,0,1
932,C0000765 ,0,0
932,C0425082 ,0,1
934,C0027497 ,0,0
934,C0042963 ,0,1
935,C0000765 ,0,0
935,C0016382 ,0,1
936,C0558127 ,0,1
936,C0586741 ,0,0
938,C0232462 ,0,0
938,C1821572 ,0,1
939,C0043094 ,0,0
939,C0563717 ,0,1
940,C0232937 ,0,0
940,C0583786 ,0,1
945,C0026603 ,0,0
945,C0558077 ,0,1
947,C0043094 ,0,0
947,C1562291 ,0,1
948,C0232462 ,0,0
948,C1262477 ,0,1
950,C0043094 ,0,0
950,C0582141 ,0,1
951,C0424565 ,0,0
951,C0542313 ,0,1
952,C0438696 ,0,0
952,C0522178 ,0,1
953,C0241705 ,0,1
953,C2129214 ,0,0
954,C0018681 ,1,1
956,C0231403,0,1
960,C0233471 ,0,0
960,C0456820 ,0,1
961,C0424573 ,0,0
961,C0542313 ,0,1
962,C0043094 ,1,1
963,C0558127 ,0,1
963,C0860645 ,0,0
964,C0425083 ,0,0
964,C0542313 ,0,1
965,C0241633 ,1,1
967,C0018681 ,1,1
968,C0857087 ,0,1
969,C0232461 ,0,1
969,C1971624 ,0,0
970,C2129214 ,1,1
971,C0151908 ,0,1
971,C0277960 ,0,0
973,C0456814 ,0,1
973,C1262477 ,0,0
975,C0000765 ,0,0
975,C2219848 ,0,1
977,C0584995 ,0,1
977,C4074950 ,0,0
978,C0030318 ,0,0
978,C0424000 ,0,1
979,C0549622 ,0,0
979,C1562291 ,0,1
980,C0011124 ,1,1
982,C1971624 ,1,1
983,C0424336 ,0,0
983,C0860645 ,0,1
984,C0424565 ,0,0
984,C0542313 ,0,1
986,C0036902 ,0,1
986,C0549622 ,0,0
987,C0425101 ,0,0
987,C0558127 ,0,1
988,C0424573 ,1,0
988,C0542313 ,0,1
989,C0000765 ,0,0
989,C0558127 ,0,1
990,C0085633 ,1,0
990,C0231403,0,1
991,C0234047 ,0,1
991,C0235969 ,0,0
993,C0024517 ,0,1
993,C0232937 ,0,0
994,C0393760 ,0,0
994,C0583786 ,0,1
995,C0027497 ,0,0
995,C0456820 ,0,1
996,C0549622 ,0,0
996,C3164199 ,0,1
997,C0027497 ,0,0
997,C0558127 ,0,1
998,C0233998 ,0,1
998,C4074950 ,0,0
1000,C0000765 ,0,0
1000,C0423994 ,0,1
1001,C0425082 ,0,1
1001,C2981158 ,0,0
1002,C0004936 ,0,0
1002,C1446377,0,1
1003,C0424573 ,1,1
1004,C0232124 ,0,0
1004,C0425082 ,0,1
1005,C0085631 ,0,1
1005,C0557875 ,0,0
1006,C0015726 ,0,0
1006,C0563158 ,0,1
1008,C0000765 ,0,0
1008,C0424537 ,0,1
1010,C0043094 ,1,1
1011,C0013473 ,0,0
1011,C0020505 ,0,1
1013,C0038990 ,0,0
1013,C0234655 ,0,1
1014,C0233408 ,0,1
1014,C0233471 ,0,0
1015,C0549622 ,0,1
1016,C0581879 ,0,1
1016,C0917801 ,1,0
1017,C0043094 ,1,1
1018,C0000765 ,0,0
1018,C0542313 ,0,1
1020,C0085631 ,0,0
1020,C0425769 ,0,1
1021,C0038990 ,1,0
1021,C0151908 ,0,1
1022,C0277960 ,0,0
1022,C0314719 ,0,1
1025,C0043094 ,1,0
1025,C0456820 ,0,1
1026,C0000765 ,0,0
1026,C0563717 ,0,1
1027,C0235146 ,0,1
1027,C0424000 ,0,0
1028,C0085631 ,0,1
1028,C0424573 ,1,0
1029,C0455769 ,1,0
1029,C0542313 ,0,1
1033,C0586746 ,0,1
1033,C1971624 ,1,0
1035,C0423044,0,1
1037,C0558127 ,0,1
1037,C0581879 ,0,0
1040,C0583786 ,0,1
1040,C2129214 ,0,0
1041,C0239833 ,0,0
1041,C0425082 ,0,1
1043,C0701810,0,1
1045,C0000765 ,0,0
1045,C1562291 ,0,1
1046,C0018834 ,0,0
1046,C0423994 ,0,1
1047,C0423994 ,0,1
1047,C0581879 ,0,0
1048,C0578994 ,1,1
1049,C0575805 ,1,1
1052,C0424000 ,0,0
1052,C0583786 ,0,1
1054,C0344375 ,1,1
1055,C0012833 ,0,1
1055,C0344232 ,0,0
1057,C0000765 ,0,0
1057,C0578673 ,0,1
1058,C0564216 ,0,0
1058,C1562291 ,0,1
1059,C0566276 ,0,1
1061,C0037320 ,0,1
1061,C0038990 ,0,0
1062,C0558127 ,0,1
1062,C0581879 ,0,0
1063,C0000765 ,0,0
1063,C0423994 ,0,1
1064,C0038661 ,0,0
1064,C0583786 ,0,1
1067,C0581394 ,0,1
1068,C0413862 ,0,1
1068,C1527304 ,1,0
1072,C0042963 ,0,1
1072,C0392674 ,1,0
1073,C0000765 ,0,0
1073,C0016382 ,0,1
1075,C0000765 ,0,0
1075,C0423994 ,0,1
1076,C0558127 ,0,1
1076,C0581879 ,0,0
1077,C0583786 ,0,1
1078,C0011991 ,0,0
1078,C0042963 ,0,1
1079,C1262477 ,0,1
1080,C0027497 ,0,0
1080,C0235309 ,0,1
1081,C0038990 ,0,0
1081,C0557878 ,0,1
1082,C0233471 ,0,0
1082,C0233479 ,0,1
1085,C0423994 ,0,1
1085,C0425766 ,0,0
1086,C0085632 ,0,0
1086,C4074950 ,0,1
1087,C0000765 ,0,0
1087,C0558127 ,0,1
1088,C0002957 ,1,0
1088,C0231403,0,1
1090,C0000765 ,0,0
1090,C2364087 ,0,1
1093,C0423994 ,0,1
1093,C0578994 ,0,0
1095,C0000765 ,0,0
1095,C0582093 ,0,1
1096,C0000765 ,0,0
1096,C0583786 ,0,1
1097,C0002170 ,1,0
1097,C0586746 ,0,1
1098,C0018681 ,0,0
1098,C0042023 ,0,1
1099,C0013473 ,0,0
1099,C0583786 ,0,1
1100,C0006325 ,0,0
1100,C0558077 ,0,1
1101,C0028084 ,1,0
1101,C0917801 ,0,1
1102,C0028084 ,0,0
1102,C0558127 ,0,1
1103,C0028084 ,1,0
1103,C0542313 ,0,1
1104,C0557875 ,1,1
1106,C0456820 ,0,1
1106,C1971624 ,1,0
1107,C0178417 ,0,1
1107,C0425769 ,0,0
1109,C0232197 ,1,0
1109,C0235239 ,0,1
1110,C0000765 ,0,0
1110,C0558077 ,0,1
1111,C0233488 ,1,1
1112,C0030193 ,0,1
1115,C0000765 ,0,0
1115,C0423994 ,0,1
1116,C0038506 ,0,0
1116,C0425082 ,0,1
1119,C0000765 ,0,0
1119,C0413862 ,0,1
1120,C0038661 ,1,0
1120,C0423994 ,0,1
1121,C0424565 ,1,0
1121,C0542313 ,0,1
1122,C0024517 ,0,0
1122,C0424336 ,0,1
1123,C0012833 ,0,1
1123,C0235283 ,0,0
1124,C0558127 ,0,1
1124,C0581879 ,0,0
1125,C0000765 ,0,0
1125,C0558077 ,0,1
1126,C0423994 ,0,1
1126,C0581881 ,0,0
1130,C0000765 ,0,0
1130,C0423994 ,0,1
1131,C0424565 ,0,0
1131,C0578994 ,0,1
1132,C0425082 ,0,1
1132,C0583786 ,0,0
1133,C0000765 ,0,0
1133,C0018616 ,0,1
1135,C0424565 ,1,1
1136,C0423994 ,0,1
1136,C0558185 ,1,0
1137,C0424573 ,1,0
1137,C4075722 ,0,1
1138,C0000765 ,0,0
1138,C0231247 ,0,1
1139,C0000765 ,0,0
1139,C0566276 ,0,1
1140,C0423994 ,0,1
1140,C0424565 ,0,0
1142,C0558127 ,0,1
1142,C0581879 ,0,0
1144,C0424565 ,0,0
1144,C0583786 ,0,1
1145,C0017168 ,0,0
1145,C0425082 ,0,1
1146,C0038506 ,0,0
1146,C0423994 ,0,1
1147,C0000765 ,0,0
1147,C0424112 ,0,1
1148,C0241254 ,0,0
1148,C0558077 ,0,1
1149,C0233408 ,0,0
1149,C0423994 ,0,1
1150,C0344232 ,1,0
1150,C0558171 ,0,1
1155,C0233408 ,0,0
1155,C0583786 ,0,1
1156,C0041755 ,0,0
1156,C0425082 ,0,1
1158,C0086769 ,0,0
1158,C0558077 ,0,1
1160,C0038990 ,0,0
1160,C0917801 ,0,1
1162,C0036104 ,0,0
1162,C0423994 ,0,1
1165,C0017168 ,1,0
1165,C0232461 ,0,1
1166,C0000765 ,0,0
1166,C0341117 ,0,1
1167,C0010200 ,0,0
1167,C0583786 ,0,1
1168,C0235239 ,0,1
1169,C0581879 ,0,0
1169,C0583786 ,0,1
1171,C0043094 ,0,0
1171,C0456820 ,0,1
1175,C0019080 ,0,0
1175,C0856672 ,0,1
1177,C0041755 ,0,0
1177,C3164199 ,0,1
1180,C0583786 ,0,1
1180,C0677661 ,0,0
1182,C0000765 ,0,0
1182,C0016382 ,0,1
1184,C0027497 ,0,0
1184,C0558127 ,0,1
1187,C0024031 ,0,1
1187,C0232461 ,0,0
1188,C0000765 ,0,0
1188,C0563168 ,0,1
1189,C0000765 ,0,0
1189,C0558127 ,0,1
1192,C0000765 ,0,0
1192,C0424091 ,0,1
1193,C0000765 ,0,0
1193,C0578673 ,0,1
1194,C0028643 ,0,0
1194,C0558127 ,0,1
1195,C0557875 ,1,1
1197,C0425082 ,0,1
1197,C0560617 ,0,0
1199,C0038990 ,1,1
1200,C0013144 ,0,0
1200,C0456820 ,0,1
1201,C0239067 ,0,0
1201,C0560085 ,0,1
1205,C0455769 ,0,1
1206,C0037320 ,0,1
1206,C0424565 ,1,0
1208,C0018616 ,0,1
1208,C0563717 ,0,0
1209,C0027497 ,1,1
1210,C0027497 ,1,1
1211,C0042023 ,0,1
1211,C0439814 ,0,0
1212,C0311394 ,0,1
1214,C0002957 ,1,0
1214,C0424329 ,0,1
1215,C0000765 ,0,0
1215,C0558127 ,0,1
1216,C0000765 ,0,0
1216,C0582141 ,0,1
1217,C0012833 ,0,1
1217,C0149931 ,0,0
1218,C0149931 ,1,0
1218,C0583786 ,0,1
1219,C0000765 ,0,0
1219,C0423994 ,0,1
1220,C0231218,0,0
1220,C0583786 ,0,1
1222,C0701811 ,0,0
1222,C1562291 ,0,1
1223,C0000765 ,0,0
1223,C0423994 ,0,1
1224,C0917801 ,1,1
1225,C0038663 ,1,1
1226,C0438696 ,1,0
1226,C0563158 ,0,1
1227,C0085633 ,1,0
1227,C0423636 ,0,1
1229,C0003862 ,1,0
1229,C0558127 ,0,1
1230,C0003862 ,1,0
1230,C0456820 ,0,1
1232,C0424158 ,0,0
1232,C0456820 ,0,1
1233,C0424158 ,0,1
1233,C0563717 ,1,0
1234,C0424323 ,0,0
1234,C0558127 ,0,1
1235,C0000765 ,0,0
1235,C0578673 ,0,1
1236,C0024517 ,0,0
1236,C0558127 ,0,1
1237,C0392674 ,0,0
1237,C0424000 ,0,1
1238,C0424565 ,0,0
1238,C0583786 ,0,1
1240,C0423994 ,0,1
1240,C0425766 ,0,0
1241,C0000765 ,0,0
1241,C0542313 ,0,1
1242,C0232461 ,0,0
1242,C0563158 ,0,1
1243,C0558127 ,0,1
1243,C0558185 ,0,0
1245,C0000765 ,0,0
1245,C0231247 ,0,1
1246,C0043094 ,0,0
1246,C0456820 ,0,1
1247,C0581879 ,1,1
1249,C0027497 ,0,0
1249,C4075722 ,0,1
1251,C0425736 ,0,1
1252,C0583786 ,0,1
1253,C0231247 ,0,1
1253,C0424000 ,0,0
1254,C0038661 ,1,0
1254,C0424000 ,0,1
1255,C0038661 ,1,0
1255,C0424000 ,0,1
1256,C0231247 ,0,1
1257,C0235146 ,0,1
1257,C0558078 ,1,0
1259,C0557875 ,0,0
1259,C0558077 ,0,1
1260,C1971624,0,1
1260,C1971624 ,1,0
1262,C0393761 ,0,0
1262,C0558077 ,0,1
1263,C0234019 ,0,1
1266,C0456820 ,0,1
1266,C0558077 ,0,0
1267,C0000765 ,0,0
1267,C0583786 ,0,1
1268,C0586741 ,0,1
1269,C0000765 ,0,0
1269,C0558127 ,0,1
1272,C0233408 ,0,1
1272,C0557875 ,0,0
1273,C0043094 ,0,0
1273,C0456820 ,0,1
1274,C0002957 ,0,1
1274,C0233471 ,0,0
1275,C0018379 ,0,1
1275,C0424000 ,0,0
1276,C0000765 ,0,1
1276,C0043094 ,0,0
1277,C0085602,0,1
1277,C0241981 ,0,0
1278,C0011057 ,1,1
1279,C0423994 ,0,1
1279,C0425083 ,1,0
1280,C0016382 ,0,1
1280,C0024421 ,0,0
1281,C0233484 ,1,1
1284,C0542313 ,0,1
1284,C0557875 ,1,0
1285,C0013144 ,1,1
1287,C0000765 ,0,0
1287,C0917801 ,0,1
1290,C0860645 ,0,1
1291,C0522172 ,0,1
1291,C0557875 ,0,0
1292,C0005911 ,0,0
1292,C0700590 ,0,1
1293,C0000765 ,0,0
1293,C0701810,0,1
1294,C0425082 ,0,1
1294,C0425101 ,0,0
1295,C0024517 ,0,0
1295,C0563158 ,0,1
1296,C1262477 ,1,1
1298,C0558219 ,0,0
1298,C0563158 ,0,1
1300,C0558127 ,0,1
1300,C0857087 ,0,0
1301,C0000765 ,0,0
1301,C0582093 ,0,1
1302,C0558127 ,0,1
1302,C0857087 ,0,0
1303,C0558127 ,0,1
1303,C0857087 ,0,0
1304,C0000765 ,0,0
1304,C0582093 ,0,1
1306,C0000765 ,0,0
1306,C0583786 ,0,1
1307,C0004604 ,0,1
1307,C0030193 ,0,0
1308,C0027497 ,1,1
1309,C0037320 ,0,1
1309,C0043387 ,0,0
1310,C0000765 ,0,0
1310,C0563158 ,0,1
1311,C0000765 ,0,0
1311,C0423994 ,0,1
1313,C0233408 ,0,1
1314,C0037320 ,0,1
1314,C0424573 ,0,0
1316,C1971624,0,1
1316,C1971624 ,1,0
1317,C0011124 ,0,1
1317,C0232462 ,1,0
1318,C0424565 ,1,0
1318,C0542313 ,0,1
1319,C0235160 ,1,0
1319,C4075722 ,0,1
1322,C0002957 ,0,1
1322,C0233484 ,1,0
1324,C0581879 ,0,0
1324,C1688635 ,0,1
1325,C0425766 ,0,1
1325,C0425769 ,0,0
1327,C0000765 ,1,1
1329,C0000765 ,0,0
1329,C0558127 ,0,1
1330,C0002957 ,0,0
1330,C0018616 ,0,1
1334,C0000765 ,0,0
1334,C0564408 ,0,1
1335,C0425082 ,0,1
1335,C0425101 ,0,0
1336,C0000765 ,0,0
1336,C4275267 ,0,1
1338,C0000765 ,0,0
1338,C0425082 ,0,1
1340,C0000765 ,0,0
1340,C0425082 ,0,1
1341,C0043094 ,0,0
1341,C0456820 ,0,1
1343,C0000765 ,0,0
1343,C0235283 ,0,1
1345,C0024031 ,0,1
1345,C0030193 ,0,0
1346,C0438697 ,1,0
1346,C1298942 ,0,1
1347,C0017187 ,0,1
1349,C0011124 ,1,0
1349,C0232462 ,0,1
1350,C1562291 ,0,1
1350,C1821572 ,0,0
1351,C0038990 ,1,1
1353,C0857087 ,1,1
1354,C0150079 ,0,1
1355,C0338656 ,0,0
1355,C1562291 ,0,1
1358,C0037195 ,0,0
1358,C0583786 ,0,1
1363,C0242350 ,0,0
1363,C0456820 ,0,1
1364,C0000765 ,0,1
1364,C0043094 ,0,0
1365,C0002957 ,0,1
1365,C0233484 ,0,0
1366,C0558185 ,1,0
1366,C2981158 ,0,1
1367,C0583786 ,0,1
1368,C0000765 ,0,0
1368,C0231247 ,0,1
1369,C0423994 ,0,1
1369,C0578994 ,0,0
1370,C0027497 ,0,0
1370,C0232461 ,0,1
1373,C0563717 ,0,1
1373,C0596170 ,0,0
1374,C0028643 ,0,0
1374,C0456820 ,0,1
1376,C0030252 ,1,0
1376,C0235239 ,0,1
1378,C0036104 ,0,0
1378,C1562291 ,0,1
1379,C1971624,0,1
1379,C1971624 ,1,0
1380,C0000765 ,0,0
1380,C0425082 ,0,1
1381,C0586746 ,0,1
1381,C1262477 ,1,0
1383,C0234019 ,0,0
1383,C0558127 ,0,1
1384,C0043094 ,0,0
1384,C0456820 ,0,1
1387,C0000765 ,0,0
1387,C0522365 ,0,1
1389,C0235146 ,0,1
1389,C0497247 ,0,0
1391,C0028643 ,0,0
1391,C0234238 ,0,1
1392,C0000765 ,0,0
1392,C0583786 ,0,1
1395,C0232461 ,0,1
1395,C0497406 ,0,0
1396,C0000765 ,0,0
1396,C0583786 ,0,1
1397,C0028084 ,0,0
1397,C0037320 ,0,1
1400,C0024517 ,0,1
1401,C0000765 ,0,0
1401,C0231247 ,0,1
1402,C0497406 ,1,1
1403,C0000765 ,0,0
1403,C2364087 ,0,1
1404,C0000765 ,0,0
1404,C0413862 ,0,1
1405,C0424573 ,1,1
1408,C0456820 ,0,1
1408,C0578026 ,0,0
1409,C0578026 ,0,1
1409,C1262477 ,0,0
1411,C0000765 ,0,0
1411,C0558127 ,0,1
1412,C0558127 ,0,1
1412,C0860645 ,0,0
1414,C0234655 ,0,1
1414,C0581394 ,0,0
1415,C0234655 ,0,1
1415,C0581394 ,0,0
1416,C0150079 ,0,1
1416,C0424565 ,1,0
1420,C1971624 ,1,1
1421,C0424565 ,0,0
1421,C0456820 ,0,1
1422,C0036104 ,0,0
1422,C0232461 ,0,1
1423,C0423994 ,0,1
1423,C0424565 ,0,0
1424,C0233408 ,0,0
1424,C0583786 ,0,1
1425,C0000765 ,0,0
1425,C0583786 ,0,1
1426,C0554978 ,0,1
1426,C0860645 ,1,0
1427,C0233471 ,0,0
1427,C0233484 ,0,1
1428,C0037320 ,0,1
1428,C0558078 ,0,0
1429,C0240327  ,0,0
