Sentence ID,Concept ID,Level_4,Level_5
1429,C0423564 ,0,1
1430,C0000765 ,0,0
1430,C0424432 ,0,1
1432,C0000765 ,1,0
1432,C0700590 ,0,1
1434,C0002170 ,0,0
1434,C0425082 ,0,1
1435,C0037320 ,0,1
1435,C0583786 ,0,0
1436,C0235146 ,0,1
1436,C0392674 ,0,0
1440,C0558077 ,0,1
1442,C0000765 ,0,0
1442,C0583786 ,0,1
1444,C0424565 ,0,0
1444,C0583786 ,0,1
1446,C0000765 ,0,0
1446,C0393760 ,0,1
1447,C0000765 ,0,0
1447,C0423994 ,0,1
1448,C0423994 ,0,1
1448,C0563158 ,0,0
1449,C0042571 ,1,0
1449,C0042963 ,0,1
1450,C0233471 ,1,0
1450,C0456820 ,0,1
1453,C0151908 ,0,1
1453,C0277960 ,0,0
1456,C0701810,0,1
1460,C0003862 ,0,0
1460,C0221785 ,0,1
1461,C0003862 ,0,0
1461,C0221785 ,0,1
1462,C0456820 ,0,1
1462,C1262477 ,0,0
1467,C0027497 ,0,1
1468,C0037320 ,0,1
1468,C0424573 ,0,0
1469,C0000765 ,0,0
1469,C0456820 ,0,1
1470,C0557875 ,1,1
1471,C0239882 ,0,1
1471,C0581881 ,1,0
1476,C0000765 ,0,0
1476,C0522172 ,0,1
1478,C0000765 ,0,0
1478,C1562291 ,0,1
1479,C0456820 ,0,1
1479,C0701810,0,0
1480,C0002170 ,1,0
1480,C1262477 ,0,1
1481,C0000765 ,0,0
1481,C0582140 ,0,1
1482,C0000765 ,0,0
1482,C1562291 ,0,1
1484,C0277960 ,0,0
1484,C0423564 ,0,1
1485,C0000765 ,0,0
1485,C0413862 ,0,1
1486,C0027497 ,0,0
1486,C0578994 ,0,1
1487,C0043387 ,1,0
1487,C0558077 ,0,1
1488,C0016382 ,0,1
1488,C0033774 ,1,0
1489,C0860645 ,0,1
1491,C0011991 ,0,0
1491,C0577027 ,0,1
1492,C0424939 ,0,0
1492,C0563717 ,0,1
1494,C0000765 ,0,0
1494,C0235283 ,0,1
1495,C0015967 ,1,0
1495,C0028081 ,0,1
1497,C0085593 ,0,0
1497,C0558127 ,0,1
1498,C0011124 ,1,1
1500,C0030252 ,1,0
1500,C0235239 ,0,1
1502,C0030193 ,0,0
1502,C0583786 ,0,1
1503,C0558127 ,0,1
1503,C0581879 ,0,0
1504,C1262477 ,1,1
1505,C0558127 ,0,1
1505,C0578994 ,0,0
1506,C0000765 ,0,1
1506,C0043094 ,1,0
1507,C0424573 ,0,0
1507,C0583786 ,0,1
1508,C1971624 ,1,1
1509,C0041755 ,0,1
1509,C0393760 ,0,0
1510,C0393760 ,0,0
1510,C0558127 ,0,1
1511,C0232462 ,0,1
1519,C0015967 ,0,0
1519,C0563717 ,0,1
1520,C0235160 ,1,1
1521,C0557875 ,1,1
1524,C0232487 ,0,0
1524,C0694551 ,0,1
1525,C0024517 ,0,1
1525,C0043387 ,0,0
1526,C0231247 ,0,1
1526,C1262477 ,0,0
1527,C0000765 ,0,1
1527,C1971624 ,0,0
1528,C0232461 ,0,1
1528,C0232462 ,1,0
1529,C0027497 ,1,1
1530,C0456820 ,0,1
1530,C0584995 ,0,0
1531,C0232461 ,0,1
1531,C0850674 ,0,0
1532,C0000765 ,0,0
1532,C0425082 ,0,1
1533,C0277960 ,0,0
1533,C0578994 ,0,1
1535,C0042571 ,0,0
1535,C0558127 ,0,1
1540,C0028084 ,0,1
1540,C0233763 ,1,0
1541,C0278209 ,0,0
1541,C0558127 ,0,1
1543,C0425101 ,0,0
1543,C0554978 ,0,1
1544,C0231403,0,0
1544,C0542313 ,0,1
1546,C0424565 ,0,0
1546,C0542313 ,0,1
1547,C0020505 ,0,1
1547,C0438697 ,0,0
1548,C0011860 ,0,0
1548,C0424099 ,0,1
1550,C0578026 ,0,0
1550,C1688635 ,0,1
1552,C0027497 ,1,1
1556,C1262477 ,1,0
1556,C1971624 ,0,1
1559,C0085632 ,1,0
1559,C0558127 ,0,1
1560,C0000765 ,0,1
1561,C0700590 ,0,1
1561,C0702166 ,0,0
1566,C0424565 ,0,0
1566,C0558077 ,0,1
1568,C0235108 ,0,0
1568,C0849963 ,0,1
1569,C0542313 ,0,1
1569,C4074950 ,0,0
1570,C0578026 ,0,1
1571,C0032227 ,1,1
1572,C0178417 ,0,0
1572,C3887605 ,0,1
1575,C0456820 ,0,1
1575,C0581879 ,0,0
1576,C0043094 ,1,1
1577,C0027497 ,1,0
1577,C0581879 ,0,1
1580,C0027497 ,0,0
1580,C0583786 ,0,1
1581,C0037320 ,0,1
1581,C0566582 ,0,0
1582,C0424565 ,0,0
1582,C0542313 ,0,1
1583,C0000765 ,0,0
1583,C0583786 ,0,1
1584,C0027497 ,1,1
1585,C0013473 ,0,0
1585,C0231247 ,0,1
1587,C0000765 ,0,0
1587,C0583786 ,0,1
1588,C0027497 ,0,0
1588,C1971624,0,1
1589,C0018681 ,1,1
1590,C0233998 ,0,1
1590,C4074950 ,0,0
1591,C0151908 ,0,1
1591,C0277960 ,0,0
1592,C0013473 ,0,0
1592,C1688635 ,0,1
1593,C0004604 ,0,1
1593,C0018681 ,1,0
1594,C0558077 ,0,1
1594,C1262477 ,0,0
1595,C0000765 ,0,1
1595,C0393760 ,1,0
1598,C0151908 ,0,1
1598,C0277960 ,0,0
1602,C0016204 ,1,0
1602,C0278016,0,1
1603,C0392674 ,1,0
1603,C0456820 ,0,1
1606,C0557875 ,0,0
1606,C0558127 ,0,1
1607,C0557875 ,1,1
1608,C0000765 ,0,1
1608,C0043094 ,1,0
1610,C0233998 ,0,1
1610,C0425101 ,0,0
1611,C0033893 ,0,1
1611,C0233494 ,1,0
1612,C0000765 ,0,0
1612,C1827663 ,0,1
1613,C0027497 ,0,1
1613,C0234369 ,1,0
1614,C0151908 ,0,1
1614,C0277960 ,1,0
1615,C0000765 ,0,0
1615,C2364087 ,0,1
1616,C1262477 ,1,1
1619,C0239511 ,0,0
1619,C0278140 ,0,1
1620,C1262477 ,0,1
1620,C1971624 ,1,0
1621,C0233408 ,0,0
1621,C0423994 ,0,1
1622,C0424573 ,1,0
1622,C4075722 ,0,1
1623,C0277960 ,0,0
1623,C0314719 ,0,1
1624,C0232462 ,0,1
1624,C1971624 ,0,0
1625,C0016382 ,0,1
1625,C0393760 ,0,0
1626,C0085631 ,0,1
1626,C0424573 ,1,0
1627,C0041755 ,0,0
1627,C0235283 ,0,1
1628,C0239377 ,1,0
1628,C0564820 ,0,1
1629,C0000765 ,0,0
1629,C0558077 ,0,1
1631,C0027497 ,1,1
1633,C0150079 ,0,1
1633,C0424565 ,0,0
1634,C0042963 ,0,1
1634,C0392674 ,0,0
1635,C0000765 ,0,0
1635,C0424336 ,0,1
1637,C0150079 ,1,1
1639,C0424565 ,1,0
1639,C0542313 ,0,1
1641,C0012833 ,1,0
1641,C0027497 ,0,1
1642,C0917801 ,1,1
1643,C0006325 ,1,1
1645,C0000765 ,0,0
1645,C0028081 ,0,1
1646,C0234238 ,0,1
1646,C1971624 ,0,0
1647,C0231247 ,0,1
1648,C0018616 ,0,1
1648,C0917801 ,0,0
1649,C0235969 ,1,0
1649,C0860645 ,0,1
1650,C0234047 ,0,1
1650,C0235969 ,0,0
1651,C0558127 ,0,1
1651,C0860645 ,0,0
1652,C0235160 ,1,1
1653,C0011124 ,1,0
1653,C0232461 ,0,1
1654,C0314719 ,1,1
1655,C0013144 ,0,0
1655,C0566276 ,0,1
1656,C0314719 ,1,1
1657,C0583786 ,0,1
1657,C0849963 ,0,0
1658,C0043094 ,1,1
1660,C0043094 ,0,0
1660,C0231247 ,0,1
1661,C0231218,0,0
1661,C0583786 ,0,1
1662,C0231247 ,0,1
1662,C1262477 ,0,0
1664,C0000765 ,0,0
1664,C0392156 ,0,1
1667,C0085631 ,0,1
1667,C0424573 ,1,0
1668,C0000765 ,0,1
1668,C0043094 ,0,0
1670,C0013378 ,0,0
1670,C0558127 ,0,1
1671,C0037317 ,0,0
1671,C0425082 ,0,1
1673,C0085633 ,1,1
1674,C0344232 ,0,0
1674,C3887605 ,0,1
1677,C0232124 ,0,1
1680,C0522179 ,1,1
1681,C0150041 ,0,0
1681,C0563158 ,0,1
1682,C0011860 ,0,0
1682,C0497247 ,0,1
1683,C0239833 ,0,0
1683,C0423994 ,0,1
1684,C0002871 ,1,0
1684,C0583786 ,0,1
1685,C0000765 ,0,0
1685,C2364087 ,0,1
1687,C0000765 ,0,0
1687,C0563158 ,0,1
1688,C0233408 ,0,0
1688,C0558127 ,0,1
1689,C0557875 ,0,1
1690,C0031212 ,0,0
1690,C0456820 ,0,1
1691,C0000765 ,0,0
1691,C0423994 ,0,1
1692,C0438696 ,0,0
1692,C0563158 ,0,1
1693,C0000737 ,1,0
1693,C0012833 ,0,1
1694,C0240941 ,0,0
1694,C0558127 ,0,1
1695,C0000765 ,0,0
1695,C0563168 ,0,1
1696,C0233408 ,0,0
1696,C0542313 ,0,1
1697,C0028084 ,0,0
1697,C0557878 ,0,1
1698,C0000765 ,0,1
1698,C0043094 ,1,0
1702,C0558127 ,0,1
1702,C0850674 ,0,0
1703,C0233998 ,0,1
1703,C2981158 ,1,0
1704,C0000737 ,0,0
1704,C0456820 ,0,1
1706,C0028643 ,0,0
1706,C0234238 ,0,1
1708,C0011860 ,0,0
1708,C4075722 ,0,1
1709,C0234047 ,0,0
1709,C0558077 ,0,1
1710,C0000765 ,0,0
1710,C0423994 ,0,1
1711,C0424092 ,0,0
1711,C0558127 ,0,1
1712,C0000765 ,0,0
1712,C0558127 ,0,1
1713,C0438696 ,1,1
1714,C0232461 ,0,0
1714,c0037317,0,1
1716,C0232461 ,1,0
1716,C0700590 ,0,1
1718,C0000765 ,0,0
1718,C1562291 ,0,1
1719,C0425101 ,0,0
1719,C0555026 ,0,1
1721,C0425769 ,0,1
1723,C0033771 ,0,1
1723,C0240941 ,0,0
1725,C0038990 ,0,0
1725,C0235239 ,0,1
1726,C0000765 ,0,1
1726,C0232461 ,1,0
1727,C0005911 ,0,1
1727,C0578026 ,0,0
1729,C0004096 ,0,0
1729,C0234238 ,0,1
1732,C0232461 ,0,0
1732,C0233479 ,0,1
1733,C0038661 ,0,0
1733,C0582141 ,0,1
1734,C0000765 ,0,0
1734,C0038663 ,0,1
1735,C0277960 ,0,0
1735,C0456820 ,0,1
1736,C0438696 ,0,0
1736,C0456820 ,0,1
1737,C0000765 ,0,0
1737,C0860645 ,0,1
1739,C0871189 ,0,1
1740,C0456820 ,0,1
1740,C2981158 ,0,0
1741,C0085633 ,1,0
1741,C0233730 ,0,1
1742,C0002957 ,1,0
1742,C0558127 ,0,1
1743,C0085631 ,1,0
1743,C3887611 ,0,1
1745,C0425082 ,0,1
1745,C0425101 ,0,0
1746,C0043094 ,0,0
1746,C0583786 ,0,1
1747,C0043094 ,0,0
1747,C0456820 ,0,1
1748,C0028084 ,0,0
1748,C0558127 ,0,1
1749,C0041755 ,1,0
1749,C0563158 ,0,1
1751,C0423994 ,0,1
1751,C0581879 ,0,0
1754,C0231247 ,0,1
1754,C1262477 ,0,0
1755,C0236858 ,0,0
1755,C0524322 ,0,1
1756,C0234655 ,0,1
1756,C0424444 ,0,0
1757,C0563158 ,0,1
1757,C0581881 ,0,0
1758,C0000765 ,0,1
1758,C0043094 ,1,0
1759,C0085633 ,0,0
1759,C0558127 ,0,1
1760,C0438696 ,0,0
1760,C0522178 ,0,1
1762,C0000765 ,0,0
1762,C0563168 ,0,1
1763,C0000765 ,0,1
1763,C0020676 ,1,0
1764,C0000765 ,0,0
1764,C0456820 ,0,1
1765,C0042963 ,1,1
1766,C0000765 ,0,1
1766,C0043094 ,1,0
1768,C0423994 ,0,1
1768,C0581879 ,0,0
1769,C0438696 ,1,1
1770,C0424323 ,0,0
1770,C0425769 ,0,1
1774,C0231218,0,0
1774,C0423994 ,0,1
1775,C0000765 ,0,0
1775,C0424366 ,0,1
1776,C0236858 ,0,0
1776,C0456820 ,0,1
1778,C0392674 ,1,0
1778,C0456820 ,0,1
1781,C0013473 ,0,0
1781,C0231247 ,0,1
1783,C0042571 ,0,0
1783,C0558127 ,0,1
1785,C0557875 ,1,0
1785,C4075722 ,0,1
1786,C0000765 ,0,0
1786,C0542313 ,0,1
1787,C0234019 ,0,1
1788,C0085633 ,0,0
1788,C0558127 ,0,1
1789,C0002170 ,0,0
1789,C0583786 ,0,1
1796,C0392674 ,0,0
1796,C0558127 ,0,1
1797,C0558219 ,0,0
1797,C1562291 ,0,1
1798,C0231247 ,0,1
1798,C0497406 ,1,0
1799,C0036902 ,0,1
1799,C0549622 ,0,0
1801,C0027497 ,0,0
1801,C0583786 ,0,1
1802,C0423994 ,0,1
1802,C0581879 ,0,0
1803,C0000765 ,0,1
1803,C0011124 ,1,0
1805,C0344375 ,0,1
1806,C0085631 ,1,0
1806,C0231403 ,0,1
1807,C0241934 ,0,0
1807,C0583786 ,0,1
1808,C0000765 ,0,1
1808,C0043094 ,1,0
1810,C0013473 ,0,0
1810,C1688635 ,0,1
1811,C0038990 ,1,1
1812,C1262477 ,1,1
1813,C0011991 ,1,0
1813,C0849963 ,0,1
1814,C0344315 ,0,1
1823,C0344232 ,0,0
1823,C0583786 ,0,1
1824,C0085631 ,0,1
1824,C0344315 ,0,0
1825,C0041755 ,0,0
1825,C1821572 ,0,1
1826,C0344232 ,0,0
1826,C0558127 ,0,1
1829,C0016770 ,0,0
1829,C0423994 ,0,1
1830,C0233471 ,0,0
1830,C0542313 ,0,1
1831,C0233408 ,0,1
1833,C0000765 ,0,0
1833,C0456820 ,0,1
1834,C0231247 ,0,1
1835,C0150079 ,0,1
1835,C0232461 ,0,0
1836,C0000765 ,0,0
1836,C0413862 ,0,1
1837,C0558127 ,0,1
1837,C0857087 ,0,0
1839,C0234047 ,0,0
1839,C0558127 ,0,1
1842,C0028084 ,0,0
1842,C0037320 ,0,1
1843,C0085633 ,1,0
1843,C0234238 ,0,1
1844,C0233794 ,0,0
1844,C0557932 ,0,1
1846,C0232461 ,0,0
1846,C0393760 ,0,1
1847,C0424323 ,0,0
1847,C0456820 ,0,1
1851,C0016382 ,0,1
1851,C0239511 ,0,0
1854,C0021177 ,0,1
1855,C0233408 ,0,1
1856,C0000765 ,0,0
1856,C0231247 ,0,1
1858,C0036104 ,1,0
1858,C0563717 ,0,1
1860,C0037320 ,0,1
1860,C0424444 ,1,0
1861,C0558127 ,0,1
1861,C0701812 ,0,0
1863,C0424158 ,0,1
1863,C0438697 ,0,0
1865,C0917801 ,1,1
1866,C0038990 ,0,0
1866,C0558127 ,0,1
1868,C0000765 ,0,0
1868,C1262477 ,0,1
1871,C0860645 ,0,1
1873,C0043094 ,0,0
1873,C0456820 ,0,1
1875,C0231247 ,0,1
1876,C0344315 ,0,1
1876,C0557875 ,1,0
1880,C0425769 ,0,0
1880,C1821572 ,0,1
1881,C0085632 ,0,0
1881,C4074950 ,0,1
1882,C0424939 ,0,0
1882,C0456820 ,0,1
1883,C0344375 ,0,0
1883,C4074950 ,0,1
1884,C0043387 ,0,0
1884,C4074950 ,0,1
1885,C0424573 ,0,0
1885,C0425082 ,0,1
1886,C0860645 ,0,0
1886,C1562291 ,0,1
1887,C0234238 ,0,0
1887,C0558077 ,0,1
1888,C0557875 ,0,0
1888,C0558077 ,0,1
1889,C0277960 ,0,0
1889,C0423564 ,0,1
1890,C0456820 ,0,1
1890,C1262477 ,0,0
1892,C0000765 ,0,0
1892,C0425082 ,0,1
1893,C0000765 ,0,0
1893,C0456820 ,0,1
1894,C0424432 ,0,1
1894,C0860645 ,0,0
1897,C0000765 ,0,0
1897,C0578994 ,0,1
1898,C0344315 ,0,0
1898,C0423994 ,0,1
1900,C0234019 ,0,0
1900,C0582140 ,0,1
1901,C0000765 ,0,1
1901,C0549622 ,1,0
1902,C0497406 ,0,0
1902,C1562291 ,0,1
1903,C0000765 ,0,0
1903,C1562291 ,0,1
1904,C0423994 ,0,1
1904,C0578994 ,0,0
1905,C0018681 ,0,0
1905,C0583786 ,0,1
1907,C0028084 ,1,1
1909,C0000765 ,0,1
1909,C0043094 ,0,0
1911,C0524322 ,0,1
1912,C1971624 ,1,1
1913,C0028643 ,0,0
1913,C0456820 ,0,1
1914,C0860645 ,1,1
1915,C0312418 ,1,0
1915,C0700590 ,0,1
1916,C0000765 ,0,1
1916,C1971624 ,1,0
1917,C0043094 ,0,0
1917,C1562291 ,0,1
1918,C0043094 ,0,0
1918,C0563717 ,0,1
1920,C0000765 ,0,0
1920,C0563146 ,0,1
1921,C0344315 ,0,0
1921,C0456820 ,0,1
1922,C0151908 ,0,1
1922,C0277960 ,1,0
1924,C0000765 ,0,0
1924,C0424158 ,0,1
1925,C0018681 ,0,0
1925,C0558127 ,0,1
1926,C0424565 ,0,0
1926,C0542313 ,0,1
1927,C1446377,0,0
1927,C2364087 ,0,1
1928,C0000765 ,0,0
1928,C0423994 ,0,1
1929,C0277960 ,0,0
1929,C0558127 ,0,1
1930,C0232461 ,0,1
1930,C1971624 ,0,0
1931,C0578994 ,0,0
1931,C1562291 ,0,1
1932,C0036104 ,1,0
1932,C0549622 ,0,1
1933,C0000765 ,0,0
1933,C0424432 ,0,1
1935,C0043387 ,1,0
1935,C0426584 ,0,1
1936,C0231403,0,0
1936,C0563717 ,0,1
1937,C0239067 ,0,0
1937,C0560085 ,0,1
1938,C0231403,0,0
1938,C0423994 ,0,1
1940,C0000765 ,0,0
1940,C0917801 ,0,1
1945,C0037320 ,0,1
1945,C0566582 ,0,0
1946,C0233998 ,0,1
1946,C0242350 ,1,0
1947,C0028081 ,0,1
1947,C0566582 ,1,0
1949,C0233998 ,0,1
1949,C0424336 ,1,0
1950,C0038990 ,0,0
1950,C0232461 ,0,1
1952,C0583786 ,0,1
1953,C0018681 ,1,1
1954,C0392674 ,1,0
1954,C0425082 ,0,1
1955,C1971624,0,1
1955,C1971624 ,1,0
1956,C0012833 ,1,1
1959,C0424336 ,0,0
1959,C0425769 ,0,1
1960,C0035258 ,1,1
1961,C0021177 ,0,1
1961,C0043387 ,1,0
1962,C0231403,0,0
1962,C0425082 ,0,1
1963,C0000765 ,0,1
1963,C0043094 ,0,0
1964,C0027497 ,1,1
1965,C0235160 ,0,0
1965,C0424444 ,0,1
1967,C0000765 ,0,0
1967,C0423994 ,0,1
1968,C0423044,0,0
1968,C3164199 ,0,1
1969,C0037933 ,0,0
1969,C0278140 ,0,1
1971,C0000765 ,0,0
1971,C1562291 ,0,1
1972,C0012833 ,0,0
1972,C3887605 ,0,1
1974,C0456814 ,0,1
1974,C1971624 ,0,0
1975,C0231247 ,0,1
1975,C0497406 ,0,0
1976,C0002957 ,0,0
1976,C3887605 ,0,1
1979,C0456820 ,0,1
1979,C2981158 ,0,0
1980,C0423994 ,0,1
1980,C0558261 ,0,0
1981,C0425101 ,0,1
1982,C0000765 ,0,0
1982,C0542313 ,0,1
1986,C0043387 ,1,0
1986,C0542313 ,0,1
1987,C0393760 ,0,0
1987,C0558127 ,0,1
1992,C0013144 ,0,0
1992,C0085631 ,0,1
1993,C0000765 ,0,0
1993,C1562291 ,0,1
1996,C0006325 ,1,1
1998,C1971624,0,1
1998,C1971624 ,1,0
1999,C0000765 ,0,0
1999,C0028084 ,0,1
2001,C0000765 ,0,0
2001,C0581879 ,0,1
2002,C0857087 ,0,1
2004,C0678798 ,0,0
2004,c0037317,0,1
2005,C0000765 ,0,0
2005,C0231247 ,0,1
2006,C0438697 ,0,0
2006,C1821572 ,0,1
2007,C0557875 ,0,0
2007,C0583786 ,0,1
2008,C0038990 ,0,0
2008,C0700590 ,0,1
2010,C0036104 ,0,0
2010,C0423994 ,0,1
2012,C0234019 ,0,0
2012,C0423994 ,0,1
2013,C0557875 ,0,0
2013,C0558127 ,0,1
2014,C0038990 ,0,0
2014,C0425712 ,0,1
2015,C0423564 ,0,1
2015,C0558185 ,1,0
2017,C0240327  ,1,0
2017,C0578994 ,0,1
2018,C0085633 ,1,0
2018,C0563158 ,0,1
2019,C0000765 ,0,0
2019,C0583786 ,0,1
2020,C0000765 ,0,0
2020,C0558077 ,0,1
2023,C0424557 ,0,1
2023,C0424558 ,0,0
2025,C0011124 ,1,1
2026,C0235146 ,0,1
2026,C0917801 ,0,0
2028,C0000765 ,0,0
2028,C0557883 ,0,1
2029,C0000765 ,0,0
2029,C0423994 ,0,1
2030,C0003862 ,1,0
2030,C0221785 ,0,1
2031,C0003862 ,1,0
2031,C0278140 ,0,1
2032,C0030193 ,0,0
2032,C0558127 ,0,1
2033,C0030193 ,1,0
2033,C0558127 ,0,1
2035,C0016204 ,0,0
2035,C0456820 ,0,1
2036,C0425101 ,0,0
2036,C1562291 ,0,1
2038,C0028081 ,0,1
2038,C0232461 ,1,0
2040,C0231247 ,0,1
2040,C1262477 ,0,0
2041,C0456814 ,0,1
2041,C1262477 ,0,0
2042,C0037320 ,0,1
2042,C0086769 ,0,0
2044,C0022107 ,0,1
2044,C0028084 ,0,0
2045,C0231528 ,0,0
2045,C0231530 ,0,1
2046,C0235146 ,0,1
2046,C0557875 ,0,0
2047,C0344232 ,0,0
2047,C0558127 ,0,1
2048,C0012833 ,1,1
2049,C0000765 ,0,0
2049,C1562291 ,0,1
2050,C0234047 ,1,0
2050,C0583786 ,0,1
2051,C0000765 ,0,0
2051,C1562291 ,0,1
2054,C0236000 ,0,0
2054,C0558077 ,0,1
2055,C0583786 ,0,0
2055,C4075722 ,0,1
2056,C0043094 ,0,0
2056,C0558077 ,0,1
2057,C0000765 ,0,0
2057,C0456820 ,0,1
2059,C0000765 ,0,0
2059,C0583786 ,0,1
2060,C0037320 ,0,1
2060,C0424565 ,0,0
2061,C0000765 ,0,0
2061,C0423994 ,0,1
2063,C0038990 ,1,1
2064,C0011124 ,0,1
2064,C0232462 ,1,0
2065,C0085631 ,0,1
2065,C4074950 ,0,0
2067,C0233471 ,0,1
2068,C0036572 ,1,0
2068,C0583786 ,0,1
2069,C0456820 ,0,1
2069,C0578026 ,0,0
2070,C0000765 ,0,0
2070,C1262477 ,0,1
2071,C0575805 ,0,1
2072,C0456814 ,0,1
2072,C1262477 ,1,0
2075,C0232461 ,0,1
2075,C0455769 ,0,0
2076,C0231247 ,0,0
2076,C0583786 ,0,1
2078,C0000765 ,0,0
2078,C0425082 ,0,1
2080,C0424573 ,1,0
2080,C0583786 ,0,1
2081,C0558127 ,0,1
2081,C0860645 ,0,0
2084,C0015967 ,1,0
2084,C0281856 ,0,1
2085,C0233408 ,0,0
2085,C0583786 ,0,1
2086,C0033774 ,1,0
2086,C0423994 ,0,1
2087,C0012833 ,0,1
2089,C0424558 ,0,1
2089,C0575805 ,0,0
2090,C0000765 ,0,0
2090,C0424537 ,0,1
2091,C0036902 ,0,1
2091,C0549622 ,1,0
2092,C0549622 ,0,0
2092,C0558127 ,0,1
2093,C0425769 ,0,1
2094,C1262477 ,0,0
2094,C1562291 ,0,1
2095,C0000765 ,0,1
2097,C0000765 ,0,0
2097,C1562291 ,0,1
2098,C0424323 ,0,0
2098,C0563717 ,0,1
2099,C0005826 ,0,0
2099,C0700590 ,0,1
2101,C0024031 ,0,1
2101,C0231528 ,0,0
2102,C0312418 ,0,0
2102,C0563717 ,0,1
2104,C0456820 ,0,1
2104,C0549622 ,1,0
2108,C0424528 ,0,1
2108,C0578994 ,1,0
2109,C0021177 ,0,1
2109,C0042571 ,0,0
2111,C0231247 ,1,1
2112,C0233479 ,0,1
2112,C0344315 ,0,0
2113,C0232292 ,0,0
2113,C0497247 ,0,1
2114,C0425769 ,0,1
2114,C1827663 ,1,0
2115,C0231403,0,1
2116,C0042963 ,1,1
2118,C0424336 ,0,1
2118,C0520947 ,0,0
2119,C0012833 ,1,1
2121,C0018681 ,0,0
2121,C0278140 ,0,1
2122,C0234019 ,0,0
2122,C0456820 ,0,1
2124,C0028643 ,1,0
2124,C0239832 ,0,1
2127,C0424573 ,1,1
2129,C0393760 ,0,0
2129,C0423994 ,0,1
2130,C0006325 ,1,0
2130,C0542313 ,0,1
2132,C0011860 ,0,0
2132,C0583786 ,0,1
2133,C0424528 ,0,0
2133,C0558127 ,0,1
2134,C0344232 ,1,1
2136,C0233408 ,0,0
2136,C4075722 ,0,1
2138,C0558127 ,0,1
2138,C0860645 ,0,0
2139,C1971624,0,1
2139,C1971624 ,0,0
2140,C0456820 ,0,1
2140,C1827663 ,0,0
2141,C0000765 ,0,0
2141,C0558127 ,0,1
2142,C0557875 ,1,1
2143,C0043387 ,0,0
2143,C0583786 ,0,1
2144,C0043094 ,1,1
2145,C0231247 ,0,1
2145,C1262477 ,0,0
2146,C1291077 ,0,1
2147,C0043387 ,1,1
2149,C0232461 ,0,0
2149,C0425082 ,0,1
